,AAPL,TSLA,CL=F
1443,53477900.0,64119000.0,350382.0
1444,74150700.0,84212100.0,417829.0
1445,108972300.0,76144200.0,476143.0
1446,74602000.0,62828700.0,424193.0
1447,89056700.0,53868000.0,583189.0
1448,94639600.0,51094200.0,388996.0
1449,98322000.0,91449900.0,458006.0
1450,80861100.0,55297800.0,449617.0
1451,83221100.0,43898400.0,459055.0
1452,61732700.0,57587400.0,545008.0
1453,58773200.0,50215800.0,662010.0
1454,64452200.0,42600900.0,653756.0
1455,73035900.0,66060000.0,598181.0
1456,78762700.0,42360300.0,487220.0
1457,69907100.0,36741600.0,399813.0
1458,67940300.0,56773800.0,277953.0
1459,85589200.0,72621600.0,134098.0
1460,76378900.0,52143300.0,82607.0
1461,58418800.0,42096300.0,530693.0
1462,61421000.0,94444500.0,567503.0
1463,58883400.0,68642400.0,465355.0
1464,50720600.0,188556300.0,568725.0
1465,60893400.0,187245000.0,467716.0
1466,56094900.0,115579500.0,529952.0
1467,100077900.0,81639600.0,491585.0
1468,124953200.0,89755200.0,507309.0
1469,74588300.0,168146100.0,412309.0
1470,69122000.0,128213400.0,429608.0
1471,54511500.0,103885500.0,546577.0
1472,60394600.0,76192200.0,701119.0
1473,65463900.0,64886400.0,531054.0
1474,55020900.0,100337100.0,393953.0
1475,56787900.0,177317400.0,504832.0
1476,65187100.0,128408100.0,555215.0
1477,41000000.0,67189800.0,475436.0
1478,63804000.0,76719300.0,390304.0
1479,59222800.0,104326800.0,343484.0
1480,59256200.0,79627200.0,325668.0
1481,88807000.0,94336200.0,174471.0
1482,137827700.0,62696700.0,83984.0
1483,117305600.0,64926900.0,623448.0
1484,117467900.0,99217500.0,465768.0
1485,96041900.0,108515100.0,506987.0
1486,69463600.0,67680600.0,328848.0
1487,,,328848.0
1488,76959800.0,35042700.0,844630.0
1489,88748200.0,58393500.0,675090.0
1490,174048100.0,81276000.0,722475.0
1491,152052500.0,68450400.0,602447.0
1492,136739200.0,73114800.0,668293.0
1493,118023100.0,92322000.0,449974.0
1494,107497000.0,81663000.0,401060.0
1495,120405400.0,56084700.0,496528.0
1496,116998900.0,41906400.0,464846.0
1497,108923700.0,59438400.0,393205.0
1498,115402700.0,59664300.0,397883.0
1499,153237000.0,78595500.0,406604.0
1500,139380400.0,70806300.0,359454.0
1501,131063300.0,75169200.0,294337.0
1502,150185800.0,82771500.0,142541.0
1503,195432700.0,100437300.0,78125.0
1504,107499100.0,56480100.0,492217.0
1505,91185900.0,71517900.0,358779.0
1506,92135300.0,93634200.0,306709.0
1507,68356600.0,92713200.0,270223.0
1508,74919600.0,71145900.0,268490.0
1509,79144300.0,60324000.0,249728.0
1510,62348900.0,56154000.0,283557.0
1511,59773000.0,47040900.0,231163.0
1512,64062300.0,40733700.0,237118.0
1513,104487900.0,103931400.0,317628.0
1514,99310400.0,100248300.0,372848.0
1515,94537600.0,80119800.0,397898.0
1516,96904000.0,90336600.0,476665.0
1517,86709100.0,84164700.0,414434.0
1518,106765600.0,91815000.0,389956.0
1519,76138300.0,66063300.0,481815.0
1520,74805200.0,83739000.0,420619.0
1521,84505800.0,97209900.0,364769.0
1522,80440800.0,72924300.0,364442.0
1523,90956700.0,66743400.0,163643.0
1524,94815000.0,75442500.0,113153.0
1525,91420500.0,70488600.0,532202.0
1526,122848900.0,103416000.0,509103.0
1527,162294600.0,151565700.0,511695.0
1528,115798400.0,86595900.0,507219.0
1529,108275300.0,104867400.0,459642.0
1530,121954600.0,147109500.0,427804.0
1531,179935700.0,134789100.0,436172.0
1532,115541600.0,104436000.0,359080.0
1533,86213900.0,73138200.0,376841.0
1534,84914300.0,66792900.0,456863.0
1535,89418100.0,78855600.0,465771.0
1536,82465400.0,73625400.0,410926.0
1537,77251200.0,60994500.0,497754.0
1538,74829200.0,50729100.0,467386.0
1539,71285000.0,52259400.0,445618.0
1540,90865900.0,66126900.0,492091.0
1541,98670700.0,79645800.0,554423.0
1542,86185500.0,67756500.0,467071.0
1543,62527400.0,57286200.0,442641.0
1544,61177400.0,51294300.0,401453.0
1545,69589300.0,55178400.0,212552.0
1546,82772700.0,68501700.0,150382.0
1547,91162800.0,83288100.0,789041.0
1548,90009200.0,95256900.0,440574.0
1549,141147500.0,135322200.0,872244.0
1550,91974200.0,76067700.0,523793.0
1551,95056600.0,99006900.0,490796.0
1552,83474400.0,74766900.0,698814.0
1553,79724800.0,74643300.0,651853.0
1554,76678400.0,61623600.0,592031.0
1555,83737200.0,66999600.0,493875.0
1556,96418800.0,72494100.0,576022.0
1557,131148300.0,80399100.0,583106.0
1558,91454900.0,59184000.0,594773.0
1559,105342000.0,58648500.0,437924.0
1560,96970100.0,67037100.0,368194.0
1561,108732100.0,71152200.0,344184.0
1562,92964300.0,66841200.0,401690.0
1563,102300200.0,84028800.0,293947.0
1564,75615400.0,66582900.0,210763.0
1565,123511700.0,100414200.0,74247.0
1566,95811400.0,81981600.0,77217.0
1567,81532000.0,105868500.0,318629.0
1568,98062700.0,120676200.0,289182.0
1569,90131400.0,68920800.0,307238.0
1570,80546200.0,62031600.0,320304.0
1571,90371900.0,102506100.0,372251.0
1572,100589400.0,73614900.0,387200.0
1573,92633200.0,59865000.0,284544.0
1574,103049300.0,48992700.0,450845.0
1575,78751300.0,54263100.0,324777.0
1576,76468400.0,82035900.0,288131.0
1577,73401800.0,80075100.0,280283.0
1578,89058800.0,89348400.0,366036.0
1579,77594700.0,79447200.0,367318.0
1580,76575500.0,55013700.0,310082.0
1581,72246700.0,59357100.0,315873.0
1582,79265200.0,65976000.0,329037.0
1583,70618900.0,55121100.0,312502.0
1584,75329400.0,58422300.0,244952.0
1585,69023900.0,51715200.0,68489.0
1586,67723800.0,49847700.0,71792.0
1587,67929800.0,70711200.0,299028.0
1588,87227800.0,105416400.0,280321.0
1589,84882400.0,69696600.0,246116.0
1590,96046400.0,68341200.0,328153.0
1591,95623200.0,136133700.0,351850.0
1592,88063200.0,76956300.0,278781.0
1593,130216800.0,124948500.0,312064.0
1594,131747600.0,88133100.0,294386.0
1595,123055300.0,75781500.0,261878.0
1596,88966500.0,63709500.0,239266.0
1597,108256500.0,81643800.0,272909.0
1598,130525300.0,92519100.0,286916.0
1599,116124600.0,72903000.0,294278.0
1600,131577900.0,90810300.0,368183.0
1601,115366700.0,84401700.0,389750.0
1602,142689800.0,97224600.0,382701.0
1603,182602000.0,140313000.0,323547.0
1604,113990900.0,92150700.0,240989.0
1605,86643800.0,86098500.0,289127.0
1606,78336300.0,80236200.0,252630.0
1607,109742900.0,87811800.0,103669.0
1608,136095600.0,90296700.0,68511.0
1609,137426100.0,144973200.0,229930.0
1610,117726300.0,88903500.0,215623.0
1611,104132700.0,89092500.0,224794.0
1612,92482700.0,92139300.0,191370.0
1613,90601500.0,106003200.0,234752.0
1614,90978500.0,89295000.0,217281.0
1615,103718400.0,101914500.0,440796.0
1616,74286600.0,77247900.0,290530.0
1617,72348100.0,93473100.0,327600.0
1618,88570300.0,112393800.0,240831.0
1619,71598400.0,84204600.0,246825.0
1620,67808200.0,72808500.0,341694.0
1621,53950200.0,76210500.0,340591.0
1622,69473000.0,96491400.0,293295.0
1623,91437900.0,97536600.0,352906.0
1624,122207100.0,102767400.0,372403.0
1625,84784300.0,97988700.0,366320.0
1626,91533000.0,119131800.0,301750.0
1627,108123900.0,107390700.0,162543.0
1628,134520300.0,92641800.0,103149.0
1629,,,103149.0
1630,81000500.0,122793000.0,427262.0
1631,73409200.0,101107500.0,432724.0
1632,72433800.0,104202600.0,346362.0
1633,89116800.0,95770800.0,321591.0
1634,70207900.0,89178300.0,282914.0
1635,67083400.0,90391200.0,306748.0
1636,66242400.0,82897200.0,322060.0
1637,98964500.0,94600500.0,362890.0
1638,71051600.0,74460300.0,305338.0
1639,73353800.0,84581100.0,594215.0
1640,74064300.0,71853600.0,444106.0
1641,66253700.0,81930600.0,379861.0
1642,64547800.0,101854200.0,327461.0
1643,63141600.0,99241200.0,348566.0
1644,77588800.0,87930900.0,398552.0
1645,71185600.0,97954500.0,347193.0
1646,78140700.0,78557400.0,387528.0
1647,76259900.0,69683100.0,240766.0
1648,81420900.0,82537500.0,84669.0
1649,82982400.0,80890200.0,63149.0
1650,64823400.0,88864200.0,315620.0
1651,65086600.0,142032300.0,318911.0
1652,66675400.0,103472700.0,307568.0
1653,53623900.0,64073400.0,278998.0
1654,55138700.0,66820800.0,310043.0
1655,78620700.0,88110000.0,321903.0
1656,81378700.0,84723000.0,318403.0
1657,101786900.0,95313000.0,349374.0
1658,67829400.0,117042900.0,365293.0
1659,59907000.0,95577600.0,328538.0
1660,82507500.0,80091000.0,395099.0
1661,55474100.0,72256200.0,334931.0
1662,56697000.0,113172900.0,350016.0
1663,60276900.0,98994000.0,340157.0
1664,63135500.0,86244600.0,347045.0
1665,70170500.0,94918800.0,383766.0
1666,57149200.0,70155000.0,341234.0
1667,68039400.0,79657200.0,264953.0
1668,54091700.0,89359200.0,275443.0
1669,56377100.0,88136400.0,305366.0
1670,79542000.0,68766000.0,230346.0
1671,62290100.0,47500500.0,80029.0
1672,70346300.0,61395300.0,58714.0
1673,69026800.0,55843200.0,352665.0
1674,54147100.0,63984900.0,285607.0
1675,53841500.0,57259800.0,320388.0
1676,51218200.0,53230000.0,279877.0
1677,78961000.0,57163900.0,288392.0
1678,73314000.0,41864700.0,283463.0
1679,77906200.0,50541800.0,386272.0
1680,87991100.0,52107300.0,344147.0
1681,74229900.0,54287000.0,305106.0
1682,76957800.0,50890100.0,277533.0
1683,73714800.0,55860000.0,420255.0
1684,87449600.0,50028900.0,380781.0
1685,84923800.0,53713100.0,342763.0
1686,68028800.0,54338100.0,305188.0
1687,104956000.0,48674600.0,275104.0
1688,122656600.0,68229600.0,347998.0
1689,87965400.0,72628700.0,335381.0
1690,90481100.0,64795500.0,235358.0
1691,162278800.0,87087800.0,87829.0
1692,81474200.0,60231200.0,59626.0
1693,107689800.0,61642800.0,279813.0
1694,101696800.0,62555700.0,339683.0
1695,86652500.0,70545400.0,303492.0
1696,96029900.0,63748400.0,334271.0
1697,93339400.0,58076900.0,280927.0
1698,84442700.0,61925200.0,283614.0
1699,146691400.0,54664800.0,324678.0
1700,128138200.0,77620600.0,286126.0
1701,124925300.0,67726600.0,253154.0
1702,114311700.0,98363500.0,287168.0
1703,87830100.0,109578500.0,302549.0
1704,79471000.0,86982700.0,329790.0
1705,68402200.0,69298400.0,235296.0
1706,85925600.0,83916800.0,429162.0
1707,74899000.0,67925000.0,289508.0
1708,77033700.0,77013200.0,333158.0
1709,70433700.0,66860700.0,332271.0
1710,113224000.0,91483000.0,298032.0
1711,88598000.0,94124500.0,237026.0
1712,85250900.0,79428800.0,172020.0
1713,99136600.0,75891900.0,97304.0
1714,61758300.0,66571500.0,71309.0
1715,64522000.0,117798100.0,338344.0
1716,86548600.0,75713800.0,272803.0
1717,75981900.0,100446800.0,250726.0
1718,74732300.0,96507900.0,240441.0
1719,88194300.0,85012500.0,287182.0
1720,109180200.0,61638800.0,292556.0
1721,164762400.0,69152400.0,263404.0
1722,97943200.0,61554300.0,285342.0
1723,80379300.0,62688800.0,274321.0
1724,93604600.0,63070300.0,280961.0
1725,97918500.0,56538800.0,239816.0
1726,140814800.0,98622200.0,354060.0
1727,83374600.0,93916500.0,322419.0
1728,89908500.0,128803400.0,344223.0
1729,74917800.0,127062700.0,388301.0
1730,118854000.0,132703000.0,340007.0
1731,93979700.0,114403600.0,301664.0
1732,73374100.0,92226600.0,315450.0
1733,89868300.0,91293800.0,331709.0
1734,64218300.0,66567600.0,225668.0
1735,80389400.0,64336000.0,138476.0
1736,74829600.0,76048900.0,96583.0
1737,58724100.0,92882700.0,475104.0
1738,51804100.0,78452300.0,269615.0
1739,58301400.0,109536700.0,379145.0
1740,35195900.0,50672700.0,266451.0
1741,69246000.0,92905200.0,405033.0
1742,83763800.0,83357100.0,381869.0
1743,111380900.0,109186400.0,287534.0
